weight,max_accel_g,max_airspeed,id
34515 lb,0.9,620.0,12443
41281 lb,2.51,476.8,12445
25531 lb,--,476.0,12446
36323 lb,1.99,504.0,12447
39558 lb,2.09,438.4,12449
27372 lb,1.03,433.6,12457
29976 lb,0.47,468.0,12469
25173 lb,--,546.4,12476
29252 lb,0.45,632.8,12477
25820 lb,1.04,626.4,12480
37600 lb,0.4,497.6,12482
28963 lb,2.76,502.4,12487
40848 lb,0.96,560.0,12488
25292 lb,0.52,451.2,12490
30987 lb,1.43,603.2,12502
25393 lb,1.89,610.4,12506
29657 lb,--,425.6,12516
41028 lb,1.31,632.8,12533
28676 lb,2.91,448.0,12538
32265 lb,1.8,611.2,12539
36149 lb,2.7,450.4,12551
40487 lb,0.77,624.8,12554
41358 lb,0.43,417.6,12555
43210 lb,1.53,592.0,12559
32419 lb,--,625.6,12564
36958 lb,1.58,486.4,12581
43906 lb,2.95,637.6,12587
38317 lb,1.73,587.2,12594
36548 lb,1.21,449.6,12597
27267 lb,0.67,494.4,12609
28817 lb,0.98,598.4,12622
29861 lb,1.93,512.0,12627
40686 lb,--,468.0,12629
40708 lb,1.61,600.0,12638
40509 lb,1.18,483.2,12641
26432 lb,--,575.2,12647
43186 lb,--,483.2,12650
34728 lb,1.84,614.4,12667
39229 lb,0.58,428.0,12672
40174 lb,--,516.0,12675
43654 lb,2.63,479.2,12676
25689 lb,2.77,611.2,12677
25943 lb,0.65,401.6,12681
28993 lb,2.06,638.4,12686
31910 lb,1.25,427.2,12687
38042 lb,2.88,446.4,12696
29262 lb,1.63,510.4,12700
39726 lb,--,460.0,12703
34625 lb,1.65,437.6,12708
40938 lb,2.87,620.8,12711
33930 lb,0.97,469.6,12713
38593 lb,1.78,556.0,12722
41305 lb,--,458.4,12734
43713 lb,1.7,443.2,12747
39456 lb,--,624.0,12750
25875 lb,2.58,574.4,12756
25733 lb,--,636.8,12757
44440 lb,1.8,544.8,12764
39462 lb,1.69,456.0,12765
42919 lb,2.72,408.8,12767
35047 lb,2.9,526.4,12771
41724 lb,2.41,635.2,12777
28911 lb,--,606.4,12779
40838 lb,2.17,628.8,12782
26589 lb,1.23,545.6,12792
42007 lb,1.7,596.8,12794
42219 lb,--,506.4,12798
28009 lb,0.58,444.8,12800
26792 lb,1.77,618.4,12802
36653 lb,2.86,516.0,12803
29389 lb,0.86,490.4,12807
30650 lb,0.74,632.0,12809
43315 lb,--,488.0,12817
42840 lb,2.72,470.4,12818
35960 lb,1.16,519.2,12821
27261 lb,1.03,627.2,12827
27973 lb,1.89,628.8,12828
38981 lb,1.33,630.4,12836
34794 lb,--,579.2,12838
39935 lb,1.93,631.2,12839
41499 lb,2.97,621.6,12860
44295 lb,0.97,403.2,12861
29775 lb,1.63,459.2,12862
26522 lb,2.33,564.0,12863
41997 lb,--,426.4,12866
26094 lb,2.21,524.0,12875
28174 lb,2.07,585.6,12884
40391 lb,2.45,543.2,12885
36558 lb,1.14,492.0,12886
38108 lb,2.5,400.8,12892
29734 lb,2.61,512.8,12894
43113 lb,--,464.8,12904
40964 lb,1.06,458.4,12908
43699 lb,1.32,494.4,12921
42198 lb,2.47,423.2,12922
29876 lb,0.41,405.6,12923
30502 lb,2.63,508.8,12927
25356 lb,1.16,425.6,12930
27688 lb,2.94,577.6,12944
27442 lb,1.41,636.8,12962
34955 lb,2.37,420.0,12963
40286 lb,--,475.2,12965
35983 lb,0.42,617.6,12974
35417 lb,2.48,567.2,12975
38852 lb,1.15,531.2,12977
30738 lb,2.78,412.0,12978
31219 lb,0.87,424.0,12980
25094 lb,2.83,548.0,12985
37821 lb,2.87,603.2,12987
44380 lb,2.09,456.8,12995
30149 lb,2.23,635.2,13002
44531 lb,1.84,521.6,13005
42608 lb,2.09,527.2,13007
36736 lb,1.74,494.4,13009
43277 lb,2.14,517.6,13024
41886 lb,1.58,513.6,13028
43258 lb,2.1,639.2,13031
32080 lb,0.85,500.0,13042
28240 lb,0.76,528.0,13043
39041 lb,0.79,529.6,13044
34042 lb,0.66,586.4,13052
30221 lb,--,446.4,13057
43191 lb,--,556.0,13067
27056 lb,1.41,628.8,13077
29465 lb,1.3,455.2,13080
34767 lb,0.93,411.2,13090
32144 lb,2.83,574.4,13091
29256 lb,0.43,449.6,13094
30531 lb,2.7,488.8,13103
31754 lb,1.13,532.0,13106
37570 lb,1.87,436.8,13126
35766 lb,2.54,635.2,13130
34916 lb,1.13,410.4,13132
37191 lb,2.62,444.8,13134
25210 lb,--,533.6,13136
32421 lb,1.69,480.0,13139
44631 lb,0.96,508.8,13140
32094 lb,0.64,596.8,13143
36205 lb,1.57,592.8,13156
26839 lb,2.21,435.2,13159
33126 lb,0.94,520.8,13164
43267 lb,--,576.8,13165
29269 lb,1.65,404.8,13169
27808 lb,2.11,411.2,13181
28165 lb,0.87,620.8,13190
29278 lb,1.68,443.2,13191
32703 lb,1.73,558.4,13192
28262 lb,2.3,403.2,13193
40599 lb,2.95,495.2,13194
40650 lb,--,509.6,13203
44248 lb,0.89,464.8,13211
34524 lb,--,576.0,13213
42671 lb,2.9,401.6,13214
27120 lb,2.99,472.0,13219
40036 lb,2.7,620.8,13222
35014 lb,2.59,434.4,13229
35385 lb,1.29,464.8,13232
38026 lb,--,455.2,13233
41362 lb,--,496.0,13237
30648 lb,2.52,520.8,13245
38342 lb,2.91,471.2,13258
33852 lb,2.59,608.0,13260
37333 lb,--,552.8,13262
38386 lb,1.04,473.6,13263
37800 lb,0.66,488.0,13270
39960 lb,1.15,549.6,13271
43188 lb,1.82,494.4,13275
27010 lb,1.74,492.8,13280
30039 lb,2.07,476.8,13282
25504 lb,0.54,636.8,13287
36019 lb,1.7,520.8,13293
30802 lb,2.37,556.0,13295
33406 lb,2.61,591.2,13301
28034 lb,1.26,591.2,13305
34291 lb,1.01,542.4,13308
34725 lb,1.92,555.2,13310
25125 lb,0.53,563.2,13311
34047 lb,1.37,613.6,13313
44149 lb,2.93,451.2,13314
30537 lb,--,492.8,13320
37868 lb,--,561.6,13323
39479 lb,1.78,611.2,13331
31560 lb,2.21,638.4,13333
43707 lb,2.93,568.8,13334
34891 lb,1.74,547.2,13339
36339 lb,0.91,547.2,13343
30419 lb,1.55,476.0,13349
35812 lb,1.66,635.2,13354
40917 lb,1.49,548.8,13357
44205 lb,2.18,503.2,13364
33182 lb,0.99,632.8,13379
43733 lb,2.77,581.6,13381
37418 lb,2.64,478.4,13385
27262 lb,1.02,585.6,13387
26019 lb,0.74,546.4,13389
26438 lb,1.12,633.6,13391
28600 lb,1.76,464.0,13394
44370 lb,--,543.2,13401
27570 lb,0.96,524.0,13404
32406 lb,1.04,575.2,13406
40302 lb,1.84,524.8,13411
43432 lb,0.72,621.6,13420
27417 lb,0.89,511.2,13422
38807 lb,0.4,482.4,13423
31150 lb,2.62,408.8,13424
36746 lb,1.88,498.4,13440
32193 lb,0.58,432.0,13450
30087 lb,1.68,450.4,13456
41866 lb,1.82,596.0,13462
33281 lb,0.63,588.8,13468
31850 lb,1.87,547.2,13472
37923 lb,2.9,468.8,13474
30411 lb,--,484.0,13479
42637 lb,--,429.6,13495
42456 lb,1.43,622.4,13498
43537 lb,2.86,627.2,13507
35312 lb,2.63,516.8,13515
41615 lb,1.62,608.0,13521
37451 lb,2.22,592.0,13522
32726 lb,0.72,579.2,13533
37504 lb,--,462.4,13538
40091 lb,2.97,436.0,13545
30023 lb,2.58,604.8,13557
31026 lb,2.83,488.0,13564
29663 lb,2.79,580.0,13581
33539 lb,0.48,603.2,13583
44068 lb,2.77,498.4,13586
40494 lb,0.99,462.4,13591
32058 lb,1.88,516.0,13605
43121 lb,--,473.6,13610
33716 lb,2.11,500.8,13619
26551 lb,--,635.2,13625
25309 lb,0.98,530.4,13647
35584 lb,1.24,408.8,13650
39656 lb,1.36,513.6,13652
32612 lb,0.48,516.0,13658
39171 lb,1.28,440.8,13665
35927 lb,0.74,402.4,13670
34885 lb,1.7,541.6,13671
25749 lb,1.45,572.0,13689
31353 lb,1.77,431.2,13698
41308 lb,0.96,442.4,13701
31131 lb,1.49,536.0,13710
39948 lb,2.67,547.2,13715
25514 lb,--,562.4,13744
38164 lb,--,536.0,13746
40075 lb,1.48,510.4,13756
40673 lb,--,456.8,13763
32867 lb,1.25,411.2,13765
37605 lb,2.11,432.8,13771
42914 lb,2.73,629.6,13773
41834 lb,1.18,436.0,13782
36498 lb,2.53,578.4,13796
30984 lb,--,424.0,13819
37856 lb,1.91,471.2,13825
27956 lb,2.17,556.0,13828
27587 lb,0.52,603.2,13832
33884 lb,--,566.4,13833
25520 lb,0.62,401.6,13834
33912 lb,2.12,626.4,13836
40153 lb,2.3,480.0,13860
25655 lb,0.67,498.4,13863
28021 lb,1.3,542.4,13868
41060 lb,--,400.8,13874
37275 lb,--,484.0,13880
37213 lb,0.46,578.4,13883
25175 lb,1.59,603.2,13887
30005 lb,1.59,521.6,13902
25804 lb,--,456.0,13908
32114 lb,2.69,464.8,13910
44804 lb,1.4,536.0,13917
38311 lb,0.74,460.0,13918
27397 lb,0.56,623.2,13920
28650 lb,0.87,605.6,13924
29400 lb,1.14,457.6,13925
35013 lb,0.49,497.6,13933
39460 lb,--,631.2,13940
41307 lb,1.29,629.6,13946
33879 lb,--,513.6,13947
25520 lb,2.51,420.0,13952
44416 lb,0.78,512.0,13957
27053 lb,0.44,608.0,13959
39459 lb,1.2,446.4,13961
41992 lb,--,564.0,13968
27032 lb,0.64,432.8,13977
25280 lb,--,430.4,13981
31381 lb,2.19,412.0,13983
41255 lb,0.43,600.8,13992
34156 lb,2.44,492.0,13993
29349 lb,1.51,624.0,13994
25429 lb,0.81,635.2,13995
25859 lb,0.8,541.6,14009
41544 lb,0.41,592.8,14012
31698 lb,1.91,479.2,14013
44267 lb,1.92,426.4,14023
37999 lb,--,424.8,14032
42004 lb,1.88,548.8,14040
44990 lb,0.59,585.6,14041
41941 lb,--,629.6,14044
43439 lb,2.98,621.6,14059
25826 lb,2.44,509.6,14067
34743 lb,--,558.4,14071
43975 lb,2.16,461.6,14085
39235 lb,--,516.8,14086
39189 lb,2.48,432.8,14087
37962 lb,0.91,465.6,14090
39380 lb,2.35,592.0,14091
30157 lb,0.52,448.0,14100
44078 lb,1.4,436.0,14108
42423 lb,0.49,533.6,14109
26752 lb,2.93,600.8,14117
28947 lb,2.25,629.6,14121
30758 lb,0.58,595.2,14124
34449 lb,0.71,419.2,14128
28391 lb,--,588.8,14140
38377 lb,2.45,612.0,14147
41775 lb,0.66,580.8,14153
39510 lb,1.28,484.0,14155
27290 lb,--,494.4,14183
44727 lb,1.2,464.8,14187
33278 lb,2.26,444.8,14196
28642 lb,2.28,452.8,14203
25225 lb,2.19,600.8,14205
36340 lb,0.62,580.0,14206
35097 lb,--,619.2,14207
30789 lb,0.9,610.4,14212
43726 lb,1.82,498.4,14227
32489 lb,1.41,525.6,14242
37509 lb,1.44,558.4,14244
26210 lb,2.88,400.8,14245
44931 lb,1.0,609.6,14261
38800 lb,1.16,524.0,14265
37157 lb,1.44,578.4,14267
42048 lb,1.56,582.4,14270
34243 lb,1.33,540.0,14280
44685 lb,--,535.2,14282
32246 lb,2.18,552.0,14292
30440 lb,1.68,448.8,14298
30296 lb,2.43,449.6,14306
34874 lb,2.91,408.0,14316
31315 lb,0.7,558.4,14317
27639 lb,2.38,409.6,14327
36928 lb,0.97,569.6,14329
29841 lb,0.96,570.4,14334
31224 lb,2.32,412.0,14338
38681 lb,1.02,427.2,14339
41438 lb,1.46,422.4,14344
43147 lb,2.12,589.6,14345
28110 lb,1.77,472.0,14350
29039 lb,2.03,428.0,14358
31939 lb,2.53,436.0,14362
26927 lb,0.45,438.4,14364
44620 lb,1.04,503.2,14365
36524 lb,2.56,596.8,14373
32662 lb,0.71,426.4,14401
31626 lb,0.86,540.8,14407
25865 lb,1.59,467.2,14422
43891 lb,1.79,578.4,14423
26686 lb,1.76,446.4,14435
25331 lb,2.76,400.8,14447
33497 lb,0.83,556.8,14457
33124 lb,--,464.8,14468
36744 lb,1.67,488.0,14471
25622 lb,2.72,450.4,14481
27691 lb,2.89,448.8,14482
38546 lb,2.0,428.0,14487
44599 lb,--,504.0,14489
29810 lb,--,602.4,14491
42872 lb,1.92,405.6,14492
37351 lb,--,579.2,14496
38231 lb,2.26,638.4,14514
29859 lb,2.95,568.8,14519
32548 lb,0.46,415.2,14525
27254 lb,1.19,566.4,14530
38208 lb,0.77,557.6,14537
27106 lb,0.4,438.4,14538
30230 lb,--,524.0,14546
26969 lb,1.8,616.8,14550
35048 lb,2.33,560.0,14565
30968 lb,2.49,507.2,14566
26832 lb,--,408.0,14568
25841 lb,1.1,618.4,14571
44517 lb,2.81,575.2,14574
31034 lb,0.41,434.4,14580
33182 lb,1.01,404.0,14583
29761 lb,--,454.4,14584
43871 lb,0.94,410.4,14590
30813 lb,0.68,504.8,14595
33690 lb,2.78,490.4,14604
38637 lb,0.47,488.8,14607
38122 lb,2.61,473.6,14609
33408 lb,2.59,416.0,14617
25748 lb,1.43,482.4,14622
40572 lb,--,624.8,14630
34454 lb,0.75,540.8,14636
27971 lb,2.05,569.6,14653
43156 lb,0.59,445.6,14655
39881 lb,0.44,578.4,14671
43074 lb,--,577.6,14675
34054 lb,2.03,430.4,14676
38462 lb,1.55,533.6,14698
25582 lb,2.64,488.8,14699
40476 lb,1.79,639.2,14705
28237 lb,0.53,616.8,14709
43605 lb,0.4,605.6,14714
33283 lb,2.8,532.0,14715
44217 lb,2.53,441.6,14722
42394 lb,--,629.6,14725
26855 lb,1.84,528.0,14726
25451 lb,--,575.2,14734
27176 lb,0.84,614.4,14737
31389 lb,2.28,589.6,14739
39797 lb,1.13,576.8,14746
36933 lb,1.27,509.6,14747
28166 lb,2.96,452.8,14752
41892 lb,2.57,576.8,14763
36404 lb,2.72,527.2,14764
32720 lb,1.53,522.4,14772
29709 lb,--,411.2,14774
28421 lb,2.27,573.6,14775
42405 lb,1.38,617.6,14783
34661 lb,1.11,467.2,14784
33376 lb,1.68,592.0,14786
26178 lb,0.84,529.6,14788
26503 lb,2.82,552.0,14789
27427 lb,0.85,530.4,14792
25112 lb,2.23,576.8,14795
34596 lb,2.64,618.4,14807
36799 lb,0.76,497.6,14809
42652 lb,--,476.8,14813
33773 lb,1.22,408.0,14817
36573 lb,0.45,435.2,14825
34339 lb,--,571.2,14834
36515 lb,2.09,489.6,14838
37068 lb,0.72,534.4,14840
25367 lb,2.36,624.0,14841
33362 lb,0.51,500.8,14843
39842 lb,1.86,549.6,14859
38117 lb,2.91,606.4,14863
43479 lb,--,608.0,14866
32340 lb,2.39,608.0,14878
31040 lb,0.97,555.2,14879
28204 lb,2.81,528.0,14887
39888 lb,0.91,598.4,14894
28174 lb,--,567.2,14912
30267 lb,0.77,414.4,14919
41123 lb,2.59,632.0,14920
26889 lb,2.0,520.8,14921
42589 lb,2.52,600.0,14928
34820 lb,1.54,524.0,14933
29899 lb,0.93,453.6,14934
28517 lb,2.65,457.6,14943
34878 lb,2.83,596.8,14945
44550 lb,--,613.6,14946
28437 lb,0.7,404.0,14955
35669 lb,0.63,628.8,14959
28782 lb,2.63,639.2,14961
28530 lb,0.64,484.8,14963
34684 lb,1.2,573.6,14964
31848 lb,2.87,589.6,14966
27548 lb,2.85,564.8,14973
25307 lb,--,414.4,14982
37441 lb,1.64,509.6,14989
35884 lb,1.54,559.2,14995
30752 lb,--,482.4,14997
34338 lb,1.09,529.6,15004
28699 lb,--,596.8,15005
31236 lb,1.99,491.2,15010
27521 lb,0.61,462.4,15011
30302 lb,--,575.2,15016
36906 lb,1.1,624.0,15027
44104 lb,2.25,480.8,15037
36296 lb,1.85,548.8,15039
38973 lb,--,480.0,15046
40023 lb,1.91,460.0,15056
32685 lb,0.73,408.0,15066
35632 lb,2.26,635.2,15074
32650 lb,--,618.4,15087
43748 lb,2.49,464.0,15088
37764 lb,--,586.4,15090
41967 lb,1.86,536.8,15093
28456 lb,0.61,639.2,15094
39126 lb,2.62,504.0,15100
39832 lb,1.06,436.8,15103
38671 lb,--,420.0,15108
34990 lb,1.81,571.2,15121
39049 lb,1.44,564.0,15128
25135 lb,2.74,417.6,15133
32905 lb,1.12,497.6,15134
35847 lb,--,535.2,15137
35587 lb,0.62,437.6,15138
40557 lb,1.83,473.6,15140
26760 lb,1.84,544.8,15152
28444 lb,2.27,458.4,15154
26295 lb,0.62,403.2,15155
32745 lb,2.45,532.0,15158
25566 lb,2.49,456.0,15161
27651 lb,2.2,574.4,15165
38234 lb,1.26,549.6,15179
30214 lb,1.81,430.4,15189
41905 lb,2.2,617.6,15191
44699 lb,--,634.4,15193
39007 lb,1.44,589.6,15200
36040 lb,0.7,576.8,15218
35839 lb,2.23,448.8,15219
38080 lb,1.71,504.0,15223
37138 lb,0.96,416.0,15236
44042 lb,0.98,588.0,15239
29732 lb,1.28,606.4,15243
34361 lb,0.9,587.2,15244
41295 lb,--,588.0,15249
28926 lb,2.41,413.6,15257
33451 lb,--,411.2,15264
38735 lb,2.55,429.6,15265
40161 lb,1.43,638.4,15266
38332 lb,2.86,509.6,15273
39905 lb,2.19,620.0,15274
31484 lb,2.77,477.6,15275
25134 lb,1.6,496.8,15277
37660 lb,2.47,549.6,15306
38301 lb,--,500.8,15307
40928 lb,2.66,434.4,15310
31198 lb,1.16,598.4,15311
36749 lb,--,495.2,15312
26105 lb,2.46,511.2,15320
26594 lb,1.32,528.0,15324
31497 lb,1.32,585.6,15327
39347 lb,2.52,622.4,15329
32000 lb,2.75,604.0,15331
27533 lb,2.07,587.2,15334
29653 lb,--,486.4,15338
40912 lb,2.5,500.8,15340
39311 lb,--,468.8,15344
43381 lb,2.53,590.4,15352
33224 lb,2.61,473.6,15355
34474 lb,2.45,480.8,15357
36808 lb,0.77,597.6,15358
44318 lb,0.93,576.8,15365
42220 lb,2.55,425.6,15369
43949 lb,2.59,535.2,15370
32914 lb,2.59,498.4,15374
32678 lb,--,572.0,15379
30348 lb,2.83,602.4,15387
31151 lb,2.27,574.4,15392
43226 lb,2.94,481.6,15398
25479 lb,2.57,588.0,15407
25040 lb,--,594.4,15413
27164 lb,2.63,428.8,15415
29911 lb,0.96,626.4,15422
33468 lb,--,508.0,15426
38708 lb,--,576.8,15430
29479 lb,--,544.8,15441
43458 lb,1.33,484.8,15443
30428 lb,2.99,544.0,15447
39290 lb,1.4,413.6,15448
30236 lb,1.49,513.6,15455
42000 lb,0.59,532.8,15460
41160 lb,0.83,565.6,15462
27844 lb,0.84,423.2,15466
26028 lb,--,592.0,15498
31327 lb,1.82,507.2,15505
25699 lb,2.11,455.2,15513
43328 lb,2.99,494.4,15514
26622 lb,0.91,622.4,15519
33948 lb,2.64,630.4,15523
36390 lb,--,563.2,15529
27851 lb,--,414.4,15537
27361 lb,2.11,425.6,15541
40337 lb,1.41,416.0,15544
43591 lb,2.86,439.2,15545
35817 lb,--,419.2,15562
41843 lb,0.42,444.0,15565
29058 lb,--,408.0,15579
29879 lb,0.91,504.8,15588
28676 lb,0.91,603.2,15590
35482 lb,2.41,609.6,15593
34511 lb,--,635.2,15605
42235 lb,2.33,432.0,15611
40880 lb,1.81,422.4,15615
34448 lb,1.21,629.6,15627
27002 lb,1.08,520.0,15631
31384 lb,1.2,430.4,15635
33614 lb,2.05,576.0,15653
35372 lb,1.66,516.0,15663
35360 lb,2.31,408.0,15664
33157 lb,1.63,526.4,15665
32055 lb,1.62,543.2,15677
30379 lb,1.22,521.6,15678
36316 lb,2.12,528.0,15682
43802 lb,2.57,587.2,15688
41640 lb,--,447.2,15701
25696 lb,2.73,412.0,15710
32608 lb,2.56,500.8,15713
34372 lb,2.45,587.2,15721
38272 lb,0.58,575.2,15723
27487 lb,0.97,528.0,15748
36406 lb,1.97,565.6,15758
44263 lb,0.68,430.4,15765
34993 lb,1.72,484.0,15769
36023 lb,2.27,467.2,15777
32428 lb,0.61,552.0,15789
43356 lb,0.6,480.8,15793
42498 lb,1.7,568.0,15796
26805 lb,1.97,409.6,15805
28752 lb,2.75,455.2,15813
28444 lb,--,634.4,15819
32381 lb,1.35,620.8,15833
31078 lb,2.92,408.8,15836
44000 lb,1.33,421.6,15837
40159 lb,1.23,520.0,15849
37419 lb,1.4,622.4,15852
28169 lb,2.69,513.6,15856
38017 lb,0.45,616.8,15859
25534 lb,0.72,510.4,15866
44020 lb,0.94,502.4,15867
36200 lb,2.75,605.6,15881
43862 lb,1.22,542.4,15893
37402 lb,1.67,511.2,15900
37668 lb,1.07,462.4,15901
39099 lb,1.15,496.8,15902
28863 lb,--,540.0,15923
42185 lb,--,400.8,15925
38265 lb,2.93,424.0,15927
26061 lb,2.87,406.4,15928
34436 lb,1.99,599.2,15935
43498 lb,2.81,564.0,15939
38327 lb,1.35,433.6,15942
40678 lb,--,477.6,15946
43029 lb,1.6,528.8,15948
33001 lb,1.82,526.4,15958
41393 lb,1.31,626.4,15965
39592 lb,2.63,469.6,15969
34051 lb,1.95,557.6,15973
25481 lb,1.98,584.0,15974
44107 lb,0.49,570.4,15976
39982 lb,2.15,596.0,15981
38115 lb,1.67,424.0,15982
28880 lb,2.14,426.4,15985
39795 lb,2.88,594.4,15987
42962 lb,1.15,428.8,15996
41762 lb,1.44,496.0,16003
36021 lb,1.25,634.4,16006
27444 lb,1.65,501.6,16020
38994 lb,1.1,460.0,16028
28119 lb,2.88,526.4,16033
42183 lb,1.2,500.0,16045
37223 lb,2.85,579.2,16048
36759 lb,2.96,609.6,16050
43438 lb,2.48,432.0,16059
27881 lb,1.2,559.2,16062
25633 lb,1.78,636.8,16063
29274 lb,1.14,546.4,16074
35568 lb,0.9,414.4,16078
27914 lb,0.85,443.2,16090
40777 lb,0.54,475.2,16093
43381 lb,2.49,499.2,16098
35154 lb,1.26,587.2,16125
37379 lb,2.7,628.0,16126
35928 lb,0.88,497.6,16137
33447 lb,2.45,554.4,16150
36094 lb,0.87,485.6,16152
39092 lb,0.4,571.2,16156
35189 lb,2.58,579.2,16197
25379 lb,2.71,493.6,16204
26310 lb,1.58,451.2,16211
38882 lb,2.71,431.2,16217
43529 lb,1.94,538.4,16222
30657 lb,1.78,623.2,16223
28700 lb,1.04,452.0,16224
37454 lb,--,532.8,16226
27957 lb,0.59,407.2,16234
40677 lb,0.71,433.6,16237
31417 lb,0.57,551.2,16242
25772 lb,1.75,592.0,16243
38482 lb,0.64,545.6,16246
27627 lb,1.06,565.6,16249
35119 lb,0.64,460.8,16251
33935 lb,1.34,471.2,16254
36333 lb,2.24,487.2,16260
25692 lb,0.46,566.4,16263
27432 lb,2.47,474.4,16274
44286 lb,2.11,544.0,16280
38645 lb,--,455.2,16283
30734 lb,1.59,556.0,16288
40043 lb,1.48,409.6,16292
31238 lb,1.29,511.2,16295
34246 lb,--,516.0,16296
43638 lb,1.59,475.2,16300
26582 lb,2.81,560.8,16303
43365 lb,2.05,405.6,16305
29844 lb,0.82,577.6,16314
31115 lb,2.26,460.8,16320
40043 lb,2.4,560.0,16334
40726 lb,1.35,600.8,16340
33538 lb,1.37,587.2,16346
43391 lb,--,633.6,16365
25925 lb,0.43,448.0,16367
39415 lb,--,568.8,16369
27071 lb,2.66,415.2,16372
28074 lb,2.82,552.8,16376
26211 lb,0.98,546.4,16378
44762 lb,0.98,631.2,16379
27458 lb,1.88,572.8,16380
29138 lb,0.63,550.4,16383
29323 lb,1.92,532.8,16385
28713 lb,1.51,414.4,16387
32292 lb,1.35,452.0,16393
36015 lb,2.67,602.4,16397
30762 lb,0.83,562.4,16400
36583 lb,0.63,514.4,16404
43372 lb,--,485.6,16406
28059 lb,2.24,456.0,16407
33433 lb,2.31,448.8,16413
34531 lb,0.54,596.8,16420
35051 lb,--,548.0,16423
29131 lb,1.04,479.2,16428
30419 lb,1.04,422.4,16430
37167 lb,2.85,550.4,16435
38044 lb,1.73,572.0,16458
43780 lb,2.05,536.8,16468
28918 lb,1.83,579.2,16476
40645 lb,2.97,556.8,16479
25133 lb,1.51,547.2,16483
26895 lb,0.63,592.0,16485
43532 lb,1.32,615.2,16486
26912 lb,0.54,633.6,16491
36824 lb,2.19,586.4,16495
34219 lb,2.68,610.4,16502
34282 lb,2.1,460.8,16511
26634 lb,1.67,460.8,16512
35074 lb,2.11,412.8,16514
32925 lb,0.74,443.2,16516
29248 lb,0.53,401.6,16522
25621 lb,2.15,584.8,16543
30635 lb,1.73,468.0,16550
37695 lb,1.1,638.4,16567
25517 lb,2.55,476.0,16568
37036 lb,2.44,512.0,16569
37446 lb,0.53,587.2,16573
29750 lb,2.89,504.8,16578
44608 lb,2.44,569.6,16581
30426 lb,1.82,432.8,16582
29135 lb,1.0,499.2,16586
38673 lb,2.51,527.2,16592
39067 lb,0.97,500.8,16593
38678 lb,0.63,439.2,16597
39541 lb,0.56,434.4,16600
25228 lb,2.35,488.8,16602
32689 lb,1.46,567.2,16603
42358 lb,0.54,520.8,16604
25996 lb,2.45,507.2,16606
35896 lb,2.77,623.2,16614
35226 lb,--,614.4,16616
29417 lb,2.73,403.2,16623
33789 lb,2.45,639.2,16627
28623 lb,0.88,609.6,16636
39387 lb,0.6,559.2,16639
29469 lb,2.42,582.4,16643
28746 lb,0.66,476.8,16644
44585 lb,1.03,583.2,16660
41133 lb,--,578.4,16667
37701 lb,2.97,517.6,16674
30485 lb,2.0,582.4,16679
42164 lb,0.41,456.0,16695
32104 lb,--,612.8,16700
27547 lb,1.24,635.2,16706
28799 lb,2.94,437.6,16707
44406 lb,1.92,428.8,16715
37708 lb,--,459.2,16716
43767 lb,1.5,532.0,16717
42076 lb,--,507.2,16722
29150 lb,1.49,480.8,16723
33102 lb,1.25,631.2,16724
25106 lb,2.87,476.8,16754
32164 lb,1.08,436.0,16758
41621 lb,0.45,628.0,16767
41141 lb,1.6,596.0,16768
38670 lb,1.18,599.2,16780
44267 lb,1.19,507.2,16784
43630 lb,2.8,528.0,16790
42560 lb,2.34,578.4,16792
42353 lb,2.26,581.6,16796
27120 lb,1.76,504.0,16797
27525 lb,0.4,541.6,16802
39536 lb,1.67,480.0,16807
37069 lb,0.66,447.2,16820
38671 lb,1.1,595.2,16823
37173 lb,--,564.0,16837
29359 lb,--,453.6,16839
31128 lb,0.48,466.4,16842
33235 lb,1.98,632.8,16847
40697 lb,0.76,537.6,16849
37759 lb,0.87,448.0,16860
26099 lb,1.97,601.6,16873
31854 lb,0.67,499.2,16874
31396 lb,--,464.0,16875
33720 lb,1.24,472.0,16894
30241 lb,0.7,585.6,16898
39832 lb,1.92,512.8,16906
28123 lb,2.25,509.6,16908
31814 lb,2.72,428.0,16911
26513 lb,2.54,476.8,16914
25378 lb,1.82,628.8,16915
28723 lb,--,454.4,16931
35770 lb,2.65,555.2,16933
44735 lb,2.6,600.0,16934
30035 lb,1.68,611.2,16938
37442 lb,1.58,484.0,16949
29135 lb,0.7,540.0,16979
28803 lb,2.79,625.6,16983
35676 lb,1.36,541.6,16986
38817 lb,2.78,538.4,16987
28910 lb,1.28,527.2,16990
42351 lb,1.44,551.2,16992
42145 lb,0.88,626.4,16993
29239 lb,1.58,573.6,16994
35144 lb,2.09,460.0,16998
35226 lb,1.46,408.0,17001
34459 lb,1.07,576.0,17005
42115 lb,--,616.0,17008
38612 lb,1.26,463.2,17011
30984 lb,1.12,408.0,17019
31214 lb,1.18,568.8,17022
43237 lb,1.25,444.0,17023
38055 lb,1.62,531.2,17032
31755 lb,2.79,604.0,17035
25196 lb,1.88,504.0,17037
41944 lb,1.9,518.4,17038
42962 lb,1.0,536.8,17039
30890 lb,2.76,456.0,17053
38954 lb,2.9,422.4,17075
40405 lb,2.95,450.4,17094
43968 lb,1.79,549.6,17096
28836 lb,--,591.2,17102
34709 lb,2.25,469.6,17107
40000 lb,0.88,404.0,17109
